grid_type,grid_id,age0to15,age15to65,age65plus,total,p_age0to15,p_age15to65,p_age65plus,d_age0to15,d_age15to65,d_age65plus,longitude,latitude
hex_10000km2,57,241238.93025769084,1000243.4644528541,248693.0911423071,1490175.485852852,0.16188625604696874,0.6712252845042598,0.16688845944877154,-0.00557792726317094,0.012496610751712933,-0.006918683488541938,-4.4543094988507566,37.02522616997848
hex_10000km2,126,293156.0337454722,1036187.8450392879,157006.1557082771,1486350.0344930373,0.19723216398717383,0.6971358165929669,0.10563201941985934,0.02976798067703415,0.03840714284042002,-0.06817512351745414,28.445124507925765,38.041720418413014
hex_10000km2,546,214293.48695537407,1029904.5050915435,235008.70375533123,1479206.695802249,0.1448705495746501,0.6962546262224523,0.15887482420289753,-0.022593633735489588,0.03752595246990542,-0.014932318734415945,17.738392554531423,51.304703776504866
hex_10000km2,542,169533.02838605232,936594.5315387553,370370.33834583306,1476497.8982706405,0.1148210428098944,0.6343351606769971,0.2508437965131086,-0.05264314050024528,-0.02439351307554971,0.07703665357579514,11.566705422835103,51.550907610025426
hex_10000km2,611,303883.2805444457,985918.6953463829,175311.10807388235,1465113.0839647108,0.20741285015496122,0.672930100848195,0.11965704899684382,0.03994866684482154,0.0142014270956482,-0.05415009394046966,-6.4532805365008725,53.803682512596694
hex_10000km2,543,178505.48197960167,925004.418431313,346342.091641891,1449851.9920528056,0.12311979633649409,0.6379992050923934,0.23888099857111258,-0.044344386973645594,-0.02072946866015346,0.06507385563379911,13.114738775161877,51.51994532223004
hex_10000km2,191,301471.96924102923,998379.5686818201,132008.3246340356,1431859.8625568848,0.21054572247223138,0.6972606710959862,0.0921936064317825,0.0430815391620917,0.03853199734343937,-0.08161353650553098,28.915526653533277,39.67199612324512
hex_10000km2,713,262921.24545659946,935265.6258716556,232580.11779772307,1430766.9891259782,0.18376244871096156,0.6536813002954361,0.16255625099360224,0.016298265400821882,-0.005047373457110704,-0.011250891943711233,17.658307481510477,59.71734648276801
hex_10000km2,295,250635.20301802998,887568.6189425606,292556.52567625546,1430760.3476368461,0.17517622950062767,0.6203475099156454,0.20447626058372692,0.007712046190487987,-0.03838116383690149,0.030669117646413446,4.00831331536137,43.848755087830185
hex_10000km2,522,171884.83898227327,917376.7834452548,334058.6038855418,1423320.2263130697,0.12076329402520972,0.6445329494274123,0.23470375654737807,-0.046700889284929964,-0.014195724325134496,0.0608966136100646,10.777904764467404,50.72226126750856
hex_10000km2,108,218732.99757695905,941801.723261763,256190.01803057312,1416724.7388692952,0.1543934340777676,0.6647739659105735,0.18083260001165888,-0.013070749232372086,0.006045292158026627,0.007025457074345404,-1.1556567840251677,39.17585780268996
hex_10000km2,270,322052.33378123445,976500.479712398,110642.91254588084,1409195.7260395132,0.22853626918550862,0.6929487945984711,0.07851493621602033,0.06107208587536894,0.034220120845924296,-0.09529220672129314,30.662664523184095,41.03988406299152
hex_10000km2,532,220562.0129216073,859567.0308780787,325012.50422885374,1405141.5480285396,0.15696782522092748,0.6117298517605432,0.2313023230185294,-0.010496358089212204,-0.04699882199200367,0.05749518008121593,-3.7769077061676755,50.740511417760935
hex_10000km2,529,216884.80657514854,969457.5109511197,207449.27036439118,1393791.5878906595,0.1556077741173473,0.6955541412172535,0.14883808466539922,-0.011856409192792378,0.03682546746470661,-0.024969058271914257,21.346759337465553,50.16184576113478
hex_10000km2,483,202461.6404136347,925824.0844359485,248079.50973122244,1376365.2345808058,0.1470987753300073,0.6726587254421049,0.18024249922788776,-0.020365407980132394,0.013930051689558076,0.00643535629057429,16.61398214560838,48.85541187825799
hex_10000km2,397,253740.04442442034,859022.8105808588,263568.42862759606,1376331.2836328752,0.18435971589242997,0.6241395663938102,0.19150071771375993,0.01689553258229029,-0.03458910735873666,0.017693574776446452,4.427176202514932,46.394008437745704
hex_10000km2,586,204309.84337181694,957018.1304619921,204309.4961402148,1365637.4699740238,0.14960767250747975,0.700784909248423,0.1496074182440974,-0.01785651080265993,0.042056235495876115,-0.024199724693216074,18.032982412874002,52.9660981717436
hex_10000km2,502,174221.17588888074,904768.4980256251,281593.9909330051,1360583.664847511,0.12804885167308455,0.664985565681496,0.20696558264541937,-0.03941533163705513,0.006256891928949182,0.03315843970810589,10.016764275194143,49.88820533737529
hex_10000km2,600,172858.7353319895,876034.4981937275,305463.2597439648,1354356.4932696817,0.12763163627227472,0.6468271112864891,0.2255412524412363,-0.03983254703786496,-0.01190156246605778,0.05173410950392282,10.83891727627687,54.06743705618591
